acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,angle
-0.005,0.013,-0.039,-1.552,0.016,-1.148,308.3
-0.047,0.02,-0.034,-1.55,0.016,-1.146,308.3
0.031,-0.011,-0.017,-1.549,0.012,-1.144,308.3
-0.041,-0.027,-0.025,-1.547,0.013,-1.142,308.3
0.018,-0.027,-0.003,-1.545,0.015,-1.139,305.9
0.033,-0.009,-0.063,-1.541,0.015,-1.136,305.9
-0.044,-0.006,-0.095,-1.537,0.015,-1.133,305.9
-0.031,-0.019,-0.034,-1.534,0.022,-1.13,305.9
0.009,-0.056,-0.042,-1.534,0.029,-1.125,305.9
-0.002,-0.019,-0.023,-1.529,0.032,-1.122,305.9
-0.061,-0.02,-0.036,-1.524,0.031,-1.12,305.9
-0.029,0.04,-0.032,-1.522,0.029,-1.118,305.9
-0.064,0.033,-0.013,-1.523,0.025,-1.116,305.9
-0.032,0.023,-0.025,-1.522,0.023,-1.115,305.9
0.011,0.033,-0.052,-1.519,0.024,-1.113,304.8
-0.015,0.028,-0.1,-1.513,0.023,-1.112,304.8
-0.005,0.012,-0.106,-1.504,0.02,-1.111,304.8
-0.013,-0.004,-0.097,-1.497,0.018,-1.109,304.8
-0.052,-0.0,-0.03,-1.493,0.016,-1.108,304.8
-0.039,0.013,-0.009,-1.496,0.016,-1.106,304.8
0.027,-0.018,0.039,-1.501,0.021,-1.103,304.8
0.024,-0.036,-0.009,-1.501,0.023,-1.101,304.8
-0.045,0.02,-0.051,-1.496,0.023,-1.098,304.8
-0.112,-0.031,0.017,-1.497,0.021,-1.096,304.8
0.03,-0.02,0.027,-1.5,0.023,-1.093,303.4
0.073,-0.019,0.003,-1.499,0.025,-1.09,303.4
-0.009,-0.042,-0.008,-1.499,0.027,-1.087,303.4
0.029,-0.062,-0.01,-1.498,0.03,-1.083,303.4
0.018,-0.064,-0.01,-1.498,0.036,-1.078,303.4
-0.008,-0.105,0.009,-1.497,0.044,-1.072,303.4
0.01,-0.074,0.02,-1.495,0.052,-1.067,303.4
-0.035,-0.058,0.013,-1.495,0.056,-1.062,303.4
-0.041,0.002,0.006,-1.497,0.058,-1.058,303.4
0.007,0.007,0.026,-1.499,0.059,-1.054,303.4
-0.021,-0.021,-0.005,-1.501,0.059,-1.051,301.3
0.007,-0.003,-0.01,-1.501,0.058,-1.047,301.3
0.006,0.021,0.016,-1.5,0.055,-1.044,301.3
-0.039,0.034,-0.017,-1.498,0.052,-1.042,301.3
0.0,0.06,0.014,-1.497,0.049,-1.04,301.3
-0.038,0.023,0.027,-1.499,0.048,-1.038,301.3
-0.024,0.019,-0.022,-1.498,0.047,-1.037,301.3
-0.025,0.023,0.011,-1.496,0.044,-1.036,301.3
0.009,0.035,0.032,-1.496,0.039,-1.035,301.3
-0.025,0.06,0.009,-1.502,0.036,-1.034,301.3
0.009,0.05,0.09,-1.504,0.034,-1.034,300.6
-0.017,0.009,0.046,-1.503,0.033,-1.033,300.6
-0.008,0.028,0.074,-1.506,0.031,-1.033,300.6
0.006,0.035,0.06,-1.513,0.026,-1.032,300.6
-0.022,0.031,0.076,-1.518,0.022,-1.03,300.6
-0.008,0.025,0.074,-1.526,0.023,-1.029,300.6
-0.006,-0.018,0.092,-1.533,0.022,-1.027,300.6
0.015,-0.017,0.07,-1.542,0.024,-1.025,300.6
-0.031,0.024,0.043,-1.546,0.024,-1.022,300.6
-0.063,-0.012,0.046,-1.552,0.024,-1.02,300.6
-0.014,-0.028,0.065,-1.556,0.026,-1.018,299.2
0.008,-0.023,0.061,-1.56,0.03,-1.015,299.2
-0.031,-0.009,0.024,-1.56,0.03,-1.012,299.2
0.015,-0.023,0.007,-1.562,0.028,-1.01,299.2
-0.009,0.014,0.035,-1.566,0.027,-1.009,299.2
-0.093,0.04,0.016,-1.568,0.025,-1.008,299.2
-0.052,0.017,0.053,-1.569,0.025,-1.007,299.2
-0.021,0.006,0.023,-1.573,0.025,-1.006,299.2
-0.032,-0.005,0.031,-1.575,0.026,-1.005,299.2
0.008,-0.024,0.016,-1.573,0.027,-1.002,299.2
-0.063,-0.046,0.007,-1.571,0.03,-0.999,297.8
0.04,-0.051,-0.002,-1.572,0.031,-0.996,297.8
0.011,-0.041,-0.029,-1.57,0.03,-0.993,297.8
0.001,-0.013,-0.016,-1.566,0.03,-0.991,297.8
0.031,-0.026,-0.004,-1.567,0.033,-0.988,297.8
-0.037,-0.044,-0.015,-1.569,0.035,-0.985,297.8
0.019,-0.001,-0.025,-1.568,0.034,-0.983,297.8
-0.028,-0.01,-0.072,-1.562,0.033,-0.982,297.8
-0.005,0.01,-0.049,-1.555,0.032,-0.98,297.8
0.002,-0.008,-0.077,-1.55,0.032,-0.979,297.8
0.024,-0.013,-0.085,-1.547,0.032,-0.977,296.0
0.008,0.037,-0.082,-1.541,0.028,-0.976,296.0
0.06,0.018,-0.076,-1.54,0.027,-0.975,296.0
0.004,0.03,-0.061,-1.538,0.026,-0.974,296.0
-0.035,0.039,-0.048,-1.532,0.024,-0.974,296.0
-0.008,-0.003,-0.032,-1.531,0.02,-0.974,296.0
-0.002,0.003,-0.021,-1.529,0.016,-0.974,296.0
-0.065,0.016,-0.045,-1.526,0.015,-0.974,296.0
-0.018,0.009,0.011,-1.524,0.014,-0.973,296.0
-0.009,-0.026,0.006,-1.522,0.015,-0.972,296.0
-0.008,-0.041,-0.025,-1.523,0.019,-0.97,294.3
-0.048,-0.02,-0.012,-1.525,0.022,-0.968,294.3
-0.062,-0.029,-0.009,-1.523,0.024,-0.967,294.3
-0.072,-0.013,-0.019,-1.524,0.023,-0.967,294.3
-0.038,0.036,0.003,-1.524,0.021,-0.966,294.3
0.004,0.018,0.042,-1.525,0.02,-0.966,294.3
-0.0,0.005,0.041,-1.526,0.021,-0.965,294.3
0.014,-0.007,0.042,-1.528,0.02,-0.965,294.3
0.034,0.009,0.024,-1.533,0.021,-0.965,294.3
0.008,0.022,0.043,-1.539,0.018,-0.964,294.3
0.019,0.02,0.031,-1.545,0.018,-0.963,292.9
-0.022,0.023,0.06,-1.551,0.02,-0.963,292.9
-0.045,-0.01,0.057,-1.557,0.021,-0.961,292.9
-0.036,-0.031,0.029,-1.558,0.025,-0.96,292.9
-0.026,-0.02,0.015,-1.559,0.031,-0.957,292.9
-0.027,-0.037,0.039,-1.563,0.037,-0.953,292.9
-0.02,-0.024,0.019,-1.566,0.038,-0.951,292.9
-0.02,0.012,-0.006,-1.567,0.04,-0.949,292.9
0.034,-0.045,0.045,-1.569,0.044,-0.946,292.9
-0.026,-0.072,0.029,-1.57,0.048,-0.942,291.4
0.017,-0.048,0.008,-1.57,0.051,-0.939,291.4
-0.024,-0.094,-0.021,-1.567,0.05,-0.937,291.4
-0.057,-0.032,-0.043,-1.565,0.051,-0.935,291.4
-0.061,0.001,-0.03,-1.563,0.05,-0.934,291.4
0.002,0.013,-0.031,-1.559,0.048,-0.932,291.4
0.002,0.009,-0.086,-1.552,0.048,-0.931,291.4
-0.01,0.028,-0.032,-1.545,0.048,-0.93,291.4
-0.008,0.015,-0.016,-1.541,0.047,-0.93,291.4
-0.008,-0.009,-0.033,-1.54,0.047,-0.93,291.4
0.023,0.009,-0.021,-1.537,0.047,-0.928,290.0
0.029,0.03,-0.042,-1.532,0.046,-0.926,290.0
-0.023,-0.016,-0.045,-1.53,0.047,-0.926,290.0
-0.003,0.014,-0.069,-1.528,0.046,-0.926,290.0
0.061,0.043,-0.031,-1.526,0.04,-0.927,290.0
-0.036,0.027,-0.006,-1.526,0.035,-0.927,290.0
-0.057,-0.016,-0.024,-1.524,0.035,-0.925,290.0
-0.011,-0.039,-0.049,-1.522,0.038,-0.924,290.0
0.022,-0.005,-0.052,-1.522,0.042,-0.922,290.0
0.005,-0.035,-0.042,-1.522,0.047,-0.919,290.0
0.025,-0.012,-0.04,-1.521,0.051,-0.917,288.6
0.028,0.011,-0.031,-1.522,0.047,-0.916,288.6
-0.046,0.013,-0.022,-1.522,0.043,-0.916,288.6
-0.045,0.042,-0.038,-1.52,0.041,-0.916,288.6
-0.041,0.012,-0.014,-1.519,0.037,-0.917,288.6
0.016,0.04,0.003,-1.518,0.032,-0.918,288.6
-0.004,0.044,-0.024,-1.518,0.029,-0.918,288.6
-0.111,0.024,-0.02,-1.518,0.03,-0.919,288.6
0.037,0.02,-0.007,-1.518,0.03,-0.92,288.6
-0.007,0.068,-0.036,-1.515,0.027,-0.922,288.6
-0.051,0.003,-0.019,-1.511,0.023,-0.923,287.2
-0.003,-0.009,-0.027,-1.509,0.023,-0.923,287.2
-0.032,-0.01,0.006,-1.508,0.024,-0.922,287.2
-0.002,-0.032,0.065,-1.515,0.027,-0.92,287.2
-0.013,-0.024,0.052,-1.519,0.03,-0.919,287.2
0.002,-0.011,0.028,-1.523,0.032,-0.918,287.2
-0.021,-0.013,0.066,-1.528,0.032,-0.917,287.2
0.048,0.029,0.08,-1.535,0.031,-0.917,287.2
-0.055,0.006,0.037,-1.539,0.03,-0.918,287.2
-0.014,-0.0,0.087,-1.546,0.029,-0.918,287.2
-0.045,0.011,0.069,-1.551,0.026,-0.917,285.5
0.009,0.013,0.047,-1.551,0.023,-0.917,285.5
-0.059,0.031,0.061,-1.553,0.021,-0.918,285.5
-0.015,-0.006,0.055,-1.558,0.018,-0.918,285.5
-0.029,-0.006,0.027,-1.56,0.016,-0.918,285.5
0.002,0.005,0.061,-1.565,0.017,-0.918,285.5
0.043,-0.039,-0.017,-1.565,0.017,-0.917,285.5
-0.003,-0.039,-0.04,-1.559,0.019,-0.915,285.5
-0.022,-0.024,-0.034,-1.557,0.021,-0.913,285.5
-0.017,-0.065,-0.005,-1.555,0.025,-0.911,284.1
0.019,-0.057,-0.022,-1.549,0.032,-0.909,284.1
-0.022,-0.021,-0.027,-1.546,0.033,-0.907,284.1
-0.01,-0.017,-0.034,-1.543,0.03,-0.906,284.1
0.034,0.001,-0.074,-1.541,0.03,-0.906,284.1
-0.075,-0.017,-0.054,-1.537,0.031,-0.906,284.1
0.009,0.009,0.016,-1.535,0.031,-0.906,284.1
-0.051,-0.005,-0.028,-1.531,0.03,-0.905,284.1
0.013,0.011,-0.043,-1.526,0.036,-0.904,284.1
-0.008,-0.001,0.001,-1.528,0.038,-0.904,284.1
0.025,0.023,-0.016,-1.527,0.032,-0.905,283.0
0.028,0.05,-0.046,-1.522,0.028,-0.906,283.0
-0.004,0.039,-0.018,-1.522,0.024,-0.906,283.0
-0.036,0.011,-0.021,-1.522,0.026,-0.906,283.0
0.016,0.007,-0.017,-1.519,0.026,-0.906,283.0
-0.05,-0.011,-0.04,-1.516,0.026,-0.906,283.0
-0.036,-0.015,0.009,-1.52,0.028,-0.905,283.0
-0.027,-0.008,-0.008,-1.521,0.028,-0.905,283.0
-0.028,0.011,-0.032,-1.519,0.025,-0.905,283.0
0.016,0.026,-0.022,-1.518,0.019,-0.906,283.0
0.029,0.008,-0.008,-1.517,0.015,-0.906,281.6
0.008,-0.04,-0.023,-1.515,0.018,-0.905,281.6
0.004,-0.015,-0.036,-1.512,0.023,-0.904,281.6
-0.049,-0.053,-0.01,-1.506,0.026,-0.902,281.6
-0.031,-0.042,-0.015,-1.504,0.029,-0.902,281.6
0.006,0.007,0.012,-1.505,0.028,-0.901,281.6
0.033,0.015,0.019,-1.509,0.025,-0.9,281.6
-0.023,0.008,-0.046,-1.507,0.025,-0.899,281.6
-0.062,-0.03,-0.005,-1.507,0.024,-0.899,281.6
-0.063,-0.005,0.022,-1.511,0.022,-0.899,281.6
-0.014,0.01,0.015,-1.506,0.022,-0.899,280.5
0.003,0.017,-0.011,-1.503,0.023,-0.899,280.5
0.019,-0.005,-0.016,-1.503,0.026,-0.899,280.5
-0.056,-0.007,0.008,-1.502,0.029,-0.898,280.5
0.023,-0.008,-0.014,-1.503,0.031,-0.898,280.5
-0.045,-0.017,-0.025,-1.503,0.03,-0.898,280.5
0.059,-0.008,0.011,-1.503,0.026,-0.898,280.5
-0.067,0.034,-0.006,-1.501,0.022,-0.899,280.5
-0.036,0.032,0.002,-1.502,0.02,-0.899,280.5
-0.008,0.018,-0.008,-1.502,0.018,-0.9,280.5
-0.016,-0.007,0.033,-1.505,0.014,-0.9,279.1
0.004,-0.007,-0.036,-1.506,0.01,-0.901,279.1
0.073,-0.025,-0.009,-1.504,0.008,-0.901,279.1
-0.069,-0.03,-0.069,-1.503,0.008,-0.9,279.1
-0.042,-0.018,-0.02,-1.508,0.015,-0.899,279.1
0.007,-0.01,0.018,-1.509,0.016,-0.899,279.1
0.06,0.013,0.007,-1.51,0.017,-0.899,279.1
0.006,0.009,-0.039,-1.506,0.017,-0.899,279.1
0.062,-0.013,-0.039,-1.503,0.014,-0.899,278.4
-0.036,0.031,-0.039,-1.501,0.009,-0.9,278.4
-0.008,0.013,-0.025,-1.498,0.006,-0.902,278.4
-0.037,-0.049,-0.029,-1.495,0.008,-0.902,278.4
-0.037,-0.026,-0.027,-1.494,0.012,-0.902,278.4
-0.013,-0.019,-0.027,-1.495,0.015,-0.902,278.4
-0.057,-0.027,-0.098,-1.492,0.018,-0.902,278.4
-0.035,-0.017,-0.127,-1.486,0.021,-0.903,278.4
-0.025,-0.048,-0.171,-1.486,0.021,-0.903,278.4
-0.073,0.003,-0.155,-1.488,0.021,-0.903,278.4
-0.016,-0.041,-0.073,-1.492,0.022,-0.902,278.4
0.027,0.016,-0.105,-1.49,0.021,-0.903,278.4
0.066,-0.004,-0.118,-1.483,0.021,-0.904,278.4
-0.011,0.025,-0.09,-1.472,0.021,-0.905,278.4
-0.031,-0.01,-0.113,-1.456,0.022,-0.906,278.4
-0.021,0.017,-0.091,-1.448,0.02,-0.907,278.4
-0.015,0.033,-0.061,-1.441,0.018,-0.909,278.4
0.004,-0.013,-0.067,-1.436,0.016,-0.911,278.4
-0.036,0.036,-0.052,-1.43,0.015,-0.913,278.4
-0.037,0.036,0.051,-1.433,0.013,-0.914,278.4
-0.031,0.034,0.085,-1.441,0.013,-0.915,278.4
-0.013,-0.008,0.054,-1.451,0.014,-0.916,278.4
0.006,-0.042,0.056,-1.457,0.019,-0.916,278.4
0.004,-0.035,0.018,-1.457,0.024,-0.914,278.4
0.023,-0.036,0.022,-1.458,0.029,-0.914,278.4
-0.025,-0.031,0.042,-1.465,0.033,-0.912,278.4
0.027,-0.01,0.078,-1.469,0.036,-0.911,278.4
0.003,0.005,-0.01,-1.465,0.036,-0.909,278.4
0.029,-0.048,0.039,-1.466,0.035,-0.908,278.4
-0.048,-0.029,-0.057,-1.464,0.033,-0.908,278.4
-0.032,0.003,-0.144,-1.463,0.031,-0.908,279.5
-0.024,0.027,-0.185,-1.462,0.028,-0.908,279.5
-0.04,0.034,-0.218,-1.448,0.025,-0.908,279.5
0.051,0.047,-0.214,-1.426,0.022,-0.91,279.5
-0.052,0.03,-0.11,-1.412,0.017,-0.911,279.5
-0.082,0.053,0.086,-1.414,0.013,-0.913,279.5
-0.023,0.031,0.097,-1.421,0.013,-0.915,279.5
0.036,0.019,0.111,-1.433,0.011,-0.917,279.5
-0.033,0.033,0.068,-1.437,0.011,-0.92,279.5
0.01,0.037,0.033,-1.437,0.007,-0.923,279.5
0.02,0.061,0.074,-1.44,0.001,-0.926,278.4
-0.05,0.053,0.064,-1.446,-0.003,-0.929,278.4
-0.043,0.02,0.071,-1.454,-0.004,-0.932,278.4
-0.018,0.01,0.054,-1.461,-0.002,-0.935,278.4
0.009,0.009,0.036,-1.463,-0.001,-0.936,278.4
-0.026,0.009,0.036,-1.468,-0.001,-0.938,278.4
0.014,0.042,0.034,-1.471,-0.005,-0.94,278.4
0.004,0.042,0.039,-1.477,-0.01,-0.943,278.4
0.007,0.047,0.05,-1.482,-0.012,-0.945,278.4
-0.015,0.02,0.047,-1.485,-0.013,-0.948,278.4
-0.011,0.027,0.004,-1.486,-0.013,-0.951,279.1
0.021,0.026,-0.093,-1.479,-0.015,-0.954,279.1
0.011,0.034,-0.202,-1.471,-0.016,-0.958,279.1
-0.029,0.023,-0.226,-1.468,-0.015,-0.961,279.1
-0.088,0.044,-0.251,-1.461,-0.013,-0.965,279.1
0.052,0.039,-0.188,-1.459,-0.015,-0.97,279.1
0.069,0.053,-0.164,-1.456,-0.02,-0.974,279.1
0.027,0.025,-0.041,-1.453,-0.024,-0.979,279.1
0.023,0.034,-0.019,-1.456,-0.023,-0.983,279.1
-0.05,0.028,-0.004,-1.46,-0.024,-0.987,279.1
0.008,0.013,0.024,-1.461,-0.026,-0.992,280.2
-0.006,-0.011,0.058,-1.467,-0.024,-0.995,280.2
0.003,-0.014,0.057,-1.475,-0.022,-0.997,280.2
0.005,-0.027,0.042,-1.48,-0.022,-0.999,280.2
0.066,0.0,0.024,-1.48,-0.022,-1.001,280.2
-0.007,-0.002,-0.002,-1.48,-0.024,-1.003,280.2
-0.046,0.002,0.007,-1.483,-0.025,-1.004,280.2
-0.026,-0.007,0.035,-1.491,-0.026,-1.006,280.2
-0.011,-0.047,0.057,-1.496,-0.022,-1.006,280.2
0.014,-0.034,0.045,-1.495,-0.02,-1.007,280.2
-0.006,-0.032,-0.014,-1.491,-0.018,-1.008,279.8
-0.026,-0.02,0.002,-1.487,-0.017,-1.009,279.8
0.005,-0.005,0.023,-1.49,-0.016,-1.01,279.8
-0.032,-0.009,0.038,-1.494,-0.015,-1.011,279.8
0.017,0.024,0.009,-1.496,-0.015,-1.013,279.8
-0.037,-0.023,0.016,-1.503,-0.012,-1.015,279.8
-0.064,0.023,0.054,-1.501,-0.011,-1.017,279.8
0.051,0.019,0.005,-1.494,-0.01,-1.019,279.8
0.025,0.018,-0.041,-1.491,-0.012,-1.021,279.8
-0.049,0.002,-0.012,-1.492,-0.012,-1.023,279.8
-0.01,0.008,-0.014,-1.492,-0.013,-1.026,278.4
-0.029,0.033,-0.054,-1.488,-0.017,-1.028,278.4
-0.03,0.01,-0.013,-1.483,-0.018,-1.03,278.4
-0.028,0.039,-0.008,-1.48,-0.022,-1.033,278.4
-0.029,0.018,-0.022,-1.477,-0.025,-1.036,278.4
-0.024,0.026,-0.027,-1.471,-0.029,-1.039,278.4
0.006,0.059,-0.021,-1.467,-0.03,-1.043,278.4
0.042,-0.002,0.016,-1.467,-0.032,-1.047,278.4
-0.023,-0.005,-0.01,-1.467,-0.034,-1.049,278.4
-0.033,-0.004,-0.018,-1.467,-0.035,-1.052,278.4
-0.033,0.012,-0.001,-1.468,-0.033,-1.055,278.4
-0.004,-0.02,0.015,-1.471,-0.032,-1.058,278.4
-0.002,0.032,-0.012,-1.47,-0.031,-1.06,278.4
-0.002,0.01,-0.027,-1.47,-0.029,-1.063,278.4
0.006,0.023,0.004,-1.466,-0.03,-1.068,278.4
0.034,-0.005,0.027,-1.467,-0.032,-1.071,278.4
-0.043,-0.013,0.005,-1.464,-0.031,-1.074,278.4
-0.042,0.02,-0.001,-1.464,-0.031,-1.077,278.4
0.001,-0.001,-0.005,-1.465,-0.03,-1.079,278.4
-0.062,0.002,0.003,-1.464,-0.032,-1.081,278.8
-0.021,0.009,0.023,-1.464,-0.032,-1.084,278.8
-0.005,-0.037,0.023,-1.467,-0.031,-1.086,278.8
-0.005,-0.008,0.015,-1.469,-0.028,-1.087,278.8
0.006,-0.003,0.026,-1.465,-0.025,-1.088,278.8
0.003,0.015,0.045,-1.466,-0.025,-1.09,278.8
-0.052,-0.008,0.086,-1.469,-0.025,-1.091,278.8
0.024,0.008,0.053,-1.471,-0.026,-1.092,278.8
-0.047,-0.002,0.031,-1.469,-0.027,-1.093,278.8
0.017,-0.006,-0.007,-1.472,-0.027,-1.094,278.8
-0.038,-0.009,0.048,-1.474,-0.027,-1.095,278.8
-0.079,0.015,0.021,-1.477,-0.027,-1.097,278.8
-0.063,-0.041,0.027,-1.48,-0.024,-1.098,278.8
0.028,0.003,0.034,-1.482,-0.019,-1.099,278.8
-0.01,-0.018,0.015,-1.479,-0.016,-1.1,278.8
-0.053,-0.001,0.05,-1.479,-0.014,-1.102,278.8
-0.005,0.008,0.089,-1.492,-0.012,-1.103,278.8
-0.015,0.008,0.072,-1.5,-0.009,-1.104,278.8
0.027,-0.032,0.053,-1.509,-0.004,-1.105,278.8
-0.021,-0.016,0.029,-1.516,-0.0,-1.105,278.8
0.009,-0.021,0.058,-1.52,-0.0,-1.106,277.4
-0.002,0.003,0.072,-1.527,0.001,-1.106,277.4
-0.016,-0.007,0.079,-1.534,0.003,-1.107,277.4
0.001,0.011,0.005,-1.539,0.005,-1.107,277.4
0.017,-0.058,0.103,-1.542,0.008,-1.107,277.4
-0.017,0.031,0.024,-1.544,0.012,-1.107,277.4
-0.015,-0.015,0.012,-1.544,0.014,-1.107,277.4
-0.064,-0.042,0.03,-1.546,0.018,-1.107,277.4
-0.029,-0.026,0.063,-1.557,0.018,-1.107,277.4
-0.036,0.014,0.025,-1.563,0.021,-1.108,277.4
-0.055,0.015,0.022,-1.562,0.019,-1.109,277.4
-0.015,0.043,0.014,-1.568,0.017,-1.111,277.4
0.022,0.034,0.048,-1.573,0.013,-1.112,277.4
-0.135,0.009,-0.002,-1.574,0.012,-1.114,277.4
0.013,0.033,-0.029,-1.573,0.011,-1.116,277.4
-0.055,0.034,-0.005,-1.571,0.015,-1.117,277.4
0.158,0.028,-0.005,-1.562,0.02,-1.118,277.4
0.019,-0.035,-0.084,-1.549,0.028,-1.118,277.4
0.006,-0.043,-0.123,-1.534,0.035,-1.12,277.4
-0.022,0.049,-0.034,-1.53,0.041,-1.122,277.4
-0.045,0.029,-0.035,-1.533,0.042,-1.124,277.4
-0.01,-0.026,0.008,-1.532,0.04,-1.126,277.4
0.045,0.029,-0.003,-1.53,0.039,-1.126,277.4
0.071,0.025,-0.073,-1.528,0.04,-1.127,277.4
0.049,0.066,-0.02,-1.53,0.041,-1.129,277.4
0.005,0.022,-0.012,-1.531,0.044,-1.13,277.4
-0.075,0.01,-0.025,-1.527,0.047,-1.131,277.4
0.015,-0.006,-0.027,-1.523,0.05,-1.133,277.4
-0.06,0.004,-0.044,-1.518,0.054,-1.134,277.4
-0.008,-0.007,-0.007,-1.516,0.055,-1.135,277.4
-0.034,-0.011,-0.011,-1.516,0.054,-1.136,277.4
0.024,0.007,-0.019,-1.517,0.053,-1.138,277.4
-0.015,0.007,-0.007,-1.518,0.05,-1.139,277.4
-0.027,-0.005,-0.013,-1.516,0.049,-1.141,277.4
0.008,-0.001,-0.045,-1.516,0.048,-1.143,277.4
-0.027,0.024,-0.032,-1.514,0.043,-1.145,277.4
0.013,-0.003,-0.024,-1.513,0.04,-1.146,277.4
-0.008,0.04,-0.006,-1.514,0.037,-1.148,277.4
0.021,0.014,-0.004,-1.511,0.032,-1.151,277.4
-0.027,0.028,-0.001,-1.506,0.025,-1.154,277.4
-0.011,0.031,-0.021,-1.503,0.02,-1.157,277.4
0.027,0.044,-0.026,-1.503,0.016,-1.159,277.4
0.001,-0.011,-0.004,-1.503,0.014,-1.162,277.4
-0.028,0.018,-0.038,-1.502,0.013,-1.164,277.4
-0.004,-0.049,-0.003,-1.585,-0.0,0.058,276.3
0.058,-0.034,-0.007,-1.584,-0.008,0.058,276.3
-0.096,0.011,-0.03,-1.584,-0.009,0.058,276.3
-0.059,0.018,-0.029,-1.587,-0.008,0.059,276.3
0.06,-0.001,-0.013,-1.587,-0.007,0.059,276.3
-0.106,-0.016,-0.079,-1.581,-0.002,0.061,276.3
0.094,-0.04,-0.002,-1.58,0.0,0.062,276.0
0.068,0.002,-0.046,-1.58,0.0,0.062,276.0
-0.081,-0.013,-0.022,-1.576,0.003,0.062,276.0
0.06,-0.013,0.001,-1.577,-0.001,0.062,276.0
0.021,0.01,-0.037,-1.572,0.002,0.063,276.0
-0.096,-0.008,-0.036,-1.573,0.001,0.063,276.0
0.028,-0.049,-0.026,-1.569,0.005,0.064,276.0
0.032,-0.024,-0.017,-1.569,0.001,0.065,276.0
-0.04,-0.009,-0.031,-1.568,-0.003,0.065,276.0
0.075,0.015,-0.017,-1.568,-0.004,0.066,276.0
-0.051,0.004,-0.02,-1.568,-0.002,0.067,276.0
-0.051,-0.056,-0.052,-1.567,0.0,0.068,276.0
-0.074,-0.032,-0.042,-1.566,-0.0,0.068,276.0
0.005,-0.023,0.006,-1.566,-0.006,0.069,276.0
-0.078,-0.015,-0.048,-1.563,-0.012,0.07,276.0
0.0,-0.021,-0.001,-1.557,-0.015,0.071,276.0
0.067,-0.002,0.033,-1.555,-0.014,0.071,276.0
-0.021,-0.004,-0.057,-1.545,-0.011,0.072,276.0
0.046,-0.047,0.035,-1.543,-0.005,0.073,276.0
0.015,-0.016,0.001,-1.54,-0.003,0.073,276.0
-0.032,-0.019,-0.032,-1.542,-0.001,0.072,275.6
-0.087,0.039,-0.023,-1.545,-0.004,0.072,275.6
0.014,0.0,0.02,-1.549,-0.004,0.072,275.6
0.019,0.017,0.007,-1.547,-0.006,0.072,275.6
-0.02,-0.036,-0.066,-1.544,-0.01,0.072,275.6
-0.05,-0.013,-0.012,-1.547,-0.01,0.072,275.6
-0.076,0.022,-0.014,-1.548,-0.011,0.073,275.6
-0.054,-0.031,-0.028,-1.546,-0.008,0.074,275.6
-0.003,-0.001,-0.022,-1.546,-0.004,0.074,275.6
-0.065,-0.005,-0.015,-1.545,-0.004,0.075,273.9
0.019,-0.028,-0.03,-1.543,-0.001,0.075,273.9
0.009,-0.013,-0.004,-1.545,0.002,0.075,273.9
-0.0,-0.008,0.0,-1.542,0.006,0.076,273.9
-0.012,-0.028,-0.023,-1.537,0.007,0.077,273.9
-0.036,0.004,0.017,-1.538,0.008,0.078,273.9
-0.017,-0.012,-0.03,-1.538,0.006,0.08,273.9
0.078,-0.081,-0.012,-1.54,0.005,0.081,273.9
-0.013,-0.017,-0.009,-1.539,0.002,0.082,273.9
-0.088,-0.007,-0.031,-1.536,0.002,0.083,273.9
-0.012,-0.028,0.009,-1.536,0.003,0.085,272.8
0.027,-0.014,0.006,-1.535,0.005,0.086,272.8
-0.014,-0.01,0.019,-1.535,0.005,0.087,272.8
-0.044,-0.044,0.025,-1.536,0.004,0.089,272.8
0.026,-0.021,0.009,-1.538,0.001,0.091,272.8
-0.01,-0.013,0.039,-1.54,-0.001,0.093,272.8
-0.1,-0.017,0.024,-1.541,-0.001,0.095,272.8
0.007,-0.046,0.05,-1.545,0.006,0.097,272.8
0.02,-0.026,0.027,-1.549,0.005,0.099,272.8
-0.045,-0.034,0.05,-1.548,0.005,0.101,272.8
-0.054,-0.026,-0.001,-1.548,0.003,0.103,270.4
0.008,-0.022,0.068,-1.55,0.002,0.105,270.4
-0.0,-0.003,0.02,-1.55,0.001,0.106,270.4
-0.043,-0.015,0.059,-1.55,0.002,0.107,270.4
-0.023,0.011,-0.009,-1.552,0.001,0.108,270.4
0.005,-0.015,0.051,-1.553,-0.001,0.11,270.4
-0.011,-0.031,0.049,-1.556,-0.002,0.112,270.4
-0.017,-0.026,0.047,-1.56,0.005,0.114,270.4
-0.037,-0.07,0.027,-1.563,0.009,0.117,270.4
-0.055,-0.053,0.015,-1.563,0.011,0.12,270.4
0.07,-0.066,0.05,-1.565,0.014,0.123,268.6
-0.023,-0.024,-0.012,-1.566,0.017,0.126,268.6
0.017,-0.007,0.003,-1.565,0.021,0.129,268.6
-0.131,-0.027,-0.013,-1.563,0.025,0.131,268.6
-0.068,-0.059,-0.014,-1.568,0.026,0.135,268.6
0.014,-0.024,0.031,-1.568,0.024,0.137,268.6
-0.147,-0.03,0.003,-1.567,0.022,0.14,268.6
0.002,-0.036,-0.008,-1.567,0.026,0.144,268.6
-0.022,-0.016,0.004,-1.57,0.026,0.146,268.6
0.018,-0.017,0.046,-1.573,0.032,0.15,268.6
-0.04,-0.05,-0.005,-1.58,0.038,0.154,267.5
